actual,predicted,correct
NkQusFFSU,NkQusFFSU,True
HYPyzChV,HYPyzChV,True
bmjWP,bmjWP,True
xgCxEvb,xgCxEvb,True
WagIXAar,WagIXAar,True
eaVRncT,eaVRncT,True
RVNBDX,RVNBDX,True
jdlmXRJT,jdImXRJT,False
lIxmSpK,llxmSpK,False
QDDgAw,QDDgAw,True
evUWEwp,evUWEwp,True
jEzoSDnH,jEzaSDnH,False
cINDD,clNDD,False
ARKfFr,ARKfFr,True
ldqXcFnV,ldqXcFnV,True
DZvyD,DZyyD,False
AdbvSjya,AbbvSjya,False
efsSAgwwW,efsSAgwwW,True
QlReYel,QlReYel,True
SaEQNL,SaEQNL,True
uXppRa,uXppRa,True
RAHAD,RAHAD,True
GHMGsJR,GHMGsJR,True
kJHfmCj,kJHfmCj,True
zUoJFF,zUoJFF,True
PhmJtiu,PhmJtiu,True
PmtyuRXF,PmtyuRXF,True
ZxLBZa,ZxLBZa,True
oFnIvB,oFnIvB,True
mvYnxM,mvYnxM,True
yYpOSoL,yYpOSoL,True
IwiSwLDO,lwiSwLDO,False
hYFSL,hYFSL,True
sFMiL,sFMiL,True
FBsrrhxBL,FBsrrhxBL,True
JfPsZhTL,JfPsZhTL,True
TKHvP,TKHvP,True
mQdoUVx,mQdoUVx,True
rsdIsj,rsdIsj,True
jveiUvFX,jyeiUvFX,False
ikAokFKHa,ikAokFKHa,True
HQteJKTNG,HQteJKTNG,True
mcfgNZbQd,mgfgNZbQd,False
LENXjizi,LENXjizi,True
PFmAKc,PFmAKc,True
UOijGA,UOjjGA,False
OLxqqwmai,OLxqqwmai,True
IYxDIv,IYxDIv,True
AFgRUs,AFgRUs,True
BVQTvag,BVQTvag,True
vaRmmnN,vaRmmmN,False
nhVoQwgM,nhVoQwgM,True
jxMePLsO,jxMePLsO,True
UBiStAa,UBiSfAa,False
AAusc,AAusc,True
gRGHS,gRGHS,True
dguiNY,dguiNY,True
CFnneJf,CFnneJf,True
nwRwaAIR,nwRwaAlR,False
MUnYR,MUnYR,True
HrwIXb,HrwIXb,True
nVUbTtN,nVUbTtN,True
xIChP,xIChP,True
RsxJpO,RsxJpO,True
CniEQcAUf,CniEQcAUf,True
ImMPI,lmMPI,False
rKSqST,rKSqST,True
SFSAs,SFSAs,True
etjNQ,etjNQ,True
YDEKO,YDEKO,True
CRYpyikvY,CRYpyikvY,True
UuehGL,UuehGL,True
mMzdVy,mMzdVy,True
cRfqG,cRfqG,True
anMXV,anMXV,True
qxWDtRc,qxWDtRc,True
ONGEf,ONGEf,True
tnSEm,tnSEm,True
dSGVqq,dSGVqq,True
YbGdHcBQ,YbGdHcBQ,True
JVHgQJXKD,JVHgQJXKD,True
NgSIEA,NgSIEA,True
dajoa,dajoa,True
rQcHs,rQcHs,True
zlougM,zlougM,True
mZyWJQqQE,mZyWJQqQE,True
nDezkp,nDezkp,True
OWkElBu,OWkEIBu,False
jxIEbk,jxlEbk,False
mgxux,mgxux,True
FklKLpUtS,FkIKLpUtS,False
QWusOF,QWusOF,True
IVnzjnBjS,lVnzjnBjS,False
YrbATdFZE,YrbATdFZE,True
CuQirSlMF,CuQirSIMF,False
yjNMp,yjNMp,True
XXXejO,XXXejO,True
JIwTe,JlwTe,False
MXoZjV,MXoZjV,True
DLqrvadVu,DLqrvadVu,True
JkakATme,JkakATme,True
TWMvBe,TWMvBe,True
DAOnKTVux,DAOnKTVux,True
RCCcLHwgr,RCCcLHwgr,True
pvNYBxo,pvNVBxo,False
rlvpMCLd,rlvpMCLd,True
LGFuHM,LGFuHM,True
RcVAbDG,RcVAbDG,True
rtkAlfqhp,rtkAiiqhp,False
ykMuMj,ykMuMj,True
EPJCJJoOA,EPJJJJoOA,False
VunqgN,VunqgN,True
cvHlQ,cvHIQ,False
OZHKOH,OZHKOH,True
mWLuKTLG,mWLuKTLG,True
nbUqQp,nbUqQp,True
hHlGOztP,hHIGOztP,False
PCILfOcV,PCILtOcV,False
mmzNvmcn,mmzNvmcn,True
ahgrxPxd,ahgxxPxd,False
LwLsCj,LwLsCj,True
coaFgCq,coaFgCq,True
ubwzUdb,ubwzUdb,True
szozjRQ,szozjRQ,True
eYJOJW,eYJOJW,True
wGMQy,wGMQy,True
NRimCESX,NRimCESX,True
npEqDx,npEqDx,True
UMcbi,UMcbi,True
uykHte,uykHte,True
MjVxWFO,MjyxWFO,False
cvtmXMTx,cltmXMTx,False
rAaKk,rAaKk,True
EAqcSUE,EAqcSUE,True
aZwMc,aZwMc,True
TvzCA,TvzCA,True
ZnHwfJPZ,ZnHwfJPZ,True
pgYFI,pgYFl,False
UAdeKkyTC,UAdeKkyTC,True
RcajFKyo,RcajFKyp,False
bUlCY,bUICY,False
MPERDTU,MPERDTU,True
tyCWZEcqt,tyCWZEcqt,True
eCplDDm,eCpIDDm,False
yKPEAGQ,yKPEAGQ,True
JtKYF,JtKYF,True
stkWtSDm,stkWtSDm,True
vGsgnr,vGsgnr,True
BOHryOXw,BOHryOXw,True
SjKPp,SjKPp,True
trPvy,trPvy,True
LrADOUg,LrADOUg,True
dVvzQT,dVvzQT,True
EwXyb,EwXyb,True
nAUmE,nAUmE,True
XgEgeMSIb,XgEgeMSIb,True
lGcyJ,lGcyJ,True
mRDAIpaQ,mRDAIpaQ,True
YOBNN,YOBNN,True
fptSZV,fpfSZV,False
ULbkdqfrG,ULbkdqfrG,True
tuWpyd,tuWpyd,True
umFmw,umFmw,True
BuozuJm,BuozJJm,False
AwvkNh,AwvkNh,True
IoEMJ,loEMJ,False
cwItLy,cwItLy,True
gYHTt,gYHTt,True
dcGQK,dcGQK,True
KPXiq,KPXiq,True
DwOVGh,DwOVGh,True
OILpRY,OILpRY,True
IMwDlXQs,IMwDIXQs,False
GurAEq,GurAEq,True
uxnDzxb,uxnDzxb,True
XGuFqi,XGuFqi,True
aSVJZOZ,aSVUZDZ,False
ppbfKWg,ppbfKWg,True
mjnIbiaF,mjniiiaF,False
dzoeLwWM,dzoeLwWM,True
XFaOgroor,XFaOgroor,True
Mmtrxshc,Mmtrxshc,True
gZYnox,gZYnox,True
xhJRVtgB,xhJRVtgB,True
oSdGMUL,oSdGMUL,True
zcdHvwSKx,zcdHvwSKx,True
vDncPi,vDncPi,True
jyZDEQi,jyZDEQi,True
uqLzkiHlg,uqLziiHlg,False
IgOXLvh,IgOXLvh,True
hPlSo,hPlSo,True
kfzmOJgJs,kfzmOJgJs,True
uFVMQfDBu,uFVMQfDBu,True
ttccYhJIu,ttccYhJlu,False
wHcJDA,wHcJDA,True
mIKBmk,mlKBmk,False
KdkET,KdkET,True
VdhwaML,VdhwaML,True
OlfgK,OlfgK,True
vafjJiYrk,vafjJYYrk,False
BiiZrfgW,BiiZrfgW,True
IlfeFJ,llteFJ,False
EFouNLN,EFouNLN,True
dsyEDD,dsyEDD,True
SoSzODqmw,SoaEOOqmw,False
TxVll,TxVll,True
TnGFDb,TnGFDb,True
ZgDqAlaha,ZgDqAIaha,False
BrgtDe,BrgtDe,True
hbTpE,hbTpE,True
qADjjsuO,qADjjsuO,True
YLiCGuZvJ,YLiGGuZvJ,False
cCZFrm,cCZFrm,True
MCwsUAP,MCwsUAP,True
dXaXDqbax,dXaXDqbax,True
vhOeo,vhOeo,True
nbitOD,nbifOD,False
TQEYS,TQEYS,True
CWgAvq,CWgAvq,True
XHskDtsXS,XHskDtsXS,True
wLbYqKlm,wLbYqKlm,True
gKJVvWU,gKJVvWU,True
CakZqiwm,CakZqiwm,True
BGrnp,BGrnp,True
wDNQxwGI,wDNQxwGI,True
kkSrM,kkSrM,True
fhwhvxT,fhwhvxT,True
kHfBQxidS,kHfBQxidS,True
LomvvAii,LomvvAii,True
JJbIA,JJbIA,True
rNYQxKjE,rWYQxKjE,False
tvFiPvhU,tvFiPvhU,True
xotKkaBv,xotKkaBv,True
GbPqy,GbPqy,True
YrZbd,YrZbd,True
sUsYfGcP,sUsYfGcP,True
cHIRJGSlw,cHIRJGSIw,False
vMrzHlo,vMrzHlo,True
kAiDiu,kAiDiu,True
rexxeUp,rexxeUp,True
LAwZg,LAwZg,True
OLyNMLXm,OLyNMLXm,True
pSUYqQnN,pSUYqQnN,True
oqWGH,oqWGH,True
iugxH,iugxH,True
tYbCBu,tYbCBu,True
WveWfwy,WveWfwy,True
QkFFhGvy,QkFFhGvy,True
QFVtfbSn,QFVffbSn,False
rbjhSDuWV,rbjhSDuWV,True
JrJcGa,JrJcGa,True
dZjksEPU,dZjjsEPU,False
nGTCNnNCa,nGFCNnNCa,False
qhvtxN,qhvtxN,True
odNDikt,odNDikt,True
gDanqbNZd,aDanabNZd,False
FxaxxZU,FxaxxZU,True
qqlQbLlMy,qqIQbLIMy,False
YgKyZahC,YgKyZahC,True
LPkSL,LPkSL,True
LSSrV,LSSrV,True
rAVnzUmzt,rAVndUmzt,False
DKObNEmV,DKObNEmV,True
nltAwAiDV,nltAwAiDV,True
XxArKgt,XxArKgt,True
chkMP,chkMP,True
NNFwy,NNFwy,True
FUspEhhXw,FUspEhhXw,True
VsyjDK,VsyjDK,True
EoKfMSBR,EoKKMSBR,False
rXheMdCKS,rKheMdCKS,False
kHpiKe,kHpiKe,True
VUiZwtEB,VUiZwtEB,True
mfLTklB,mfLTkIB,False
FzTGuOrpY,FzTGuOrpY,True
KeaiKar,KeaiKar,True
BbyrbKY,BbytbKY,False
zDIlHO,zDIIHO,False
FUajjROnF,FUpjjRDnF,False
Cqdlzq,CqdIzq,False
btwhbb,btwhbb,True
HVwNrwb,HVwNrwb,True
baMLFOhO,baMLFOhO,True
AYTqypc,AYTqypc,True
NzcWxdia,NzcWxdia,True
RNbKrwPa,RNbKrwPa,True
AgdhQKlUx,AgbhQKlUx,False
ocjWVsWQ,ocjWVsWQ,True
AAqQzOsUk,AAqQzOsUk,True
rlbARQJx,rlbARQJx,True
cSdOBoeTO,cSdOBoeTO,True
UUJMLbwL,UUJMLbwL,True
KWEmeQ,KWEmeQ,True
GsetRBrk,GselRBrk,False
vyVMsj,vyVMsj,True
niRzy,niRzy,True
iFOOeAfj,iFOOeAfj,True
Wgfuwg,Wgfuwg,True
gYSGXO,gYSGXO,True
aWUFoYQ,aWUFoYQ,True
soIvrWI,soIrrWl,False
JbATmEwx,JbATmEwx,True
ssCpHrbXu,ssCpHrbXu,True
BuSqm,BuSqm,True
RysvE,RysvE,True
HUlwA,HUIwA,False
yetSpYcM,yeYSpYcM,False
mKRLTWZ,mKRLTWZ,True
NNERYE,NNERYE,True
LhDsmID,LhDsmID,True
eocHus,eocHus,True
DGBfsx,DGBfsx,True
SLYONP,SLYONP,True
vAymp,vAymp,True
TfJXCQe,TfJXCQe,True
tvnTD,tvnTD,True
taobKmw,taobKmw,True
qrQZwNtf,qrQZwNtf,True
vVfxkyh,vVfxkyh,True
JfvEa,JfvEa,True
AapYKW,AapYKW,True
xyCdLbCQx,xyCdLbCQx,True
YVuFgeoq,YVuFgeoq,True
IGxrnv,IGxrnv,True
gHGqCjh,gHGqCjh,True
FjTdNhBw,FjTdNhBw,True
FxyOs,FxyOs,True
DiKrVH,DiKrVH,True
GOjqH,GOjqH,True
mwtNwOnF,mwtNwOnF,True
MgpLMP,MggLMP,False
YeiLA,YeiLA,True
GPHaYD,GPHaYD,True
rxJFOKTny,rxxFOKTny,False
wStHZVzU,wSfHZVzU,False
HPOrPmN,HPOrPmN,True
spmlfcAP,spmIfcAP,False
CbstiECA,CbsiiECA,False
gOxyPdc,gOxyPdc,True
HxiXIpvmm,HxXXIpvmm,False
SsbwTawoo,SsbwTawoo,True
aCkrL,aCkrL,True
hlboUrg,hlboUrg,True
BrWTrA,BrWTrA,True
NAZOUXW,NAZDUXW,False
XOJne,XOJne,True
kDgwVFr,kDgwVFr,True
VIKmxJH,VlKmxJH,False
hIkSX,hlkSX,False
kIvso,kIvso,True
CFBSwZhGb,CFSSwZhGb,False
WmZppB,WmZppB,True
lkzsKuxa,lkLsKuxa,False
GXNUxf,GXNUxf,True
qoXrvqJy,qoXrxqJy,False
rMpyNOdxQ,rNpyNOdxQ,False
xNXDL,xNXDL,True
okqjT,okqjT,True
QiaPcPmu,QiaPcPmu,True
Ewlwo,EwIwo,False
TuzKjO,TuzKjO,True
NzqjcF,NzqjcF,True
EXXXR,EXXXR,True
JkIVnZQT,JkIVnZQT,True
NxgRcnMK,NxgRcnMK,True
UMXBM,UMXBM,True
pEJkVhFEJ,pEJkVhFEJ,True
ovqLzWDP,ovqLzWDP,True
TLbJFxyAx,TLbJFxyAx,True
UHvnw,UHvnw,True
qBUYw,qBUYw,True
WgetmLDK,WgetmLDK,True
BISaLjhYC,BlSaLjhYC,False
MgdvX,MgdvX,True
YFwxbR,YFwxbR,True
hCGSfqCF,hCGSfqCF,True
LoByo,LoByo,True
JYRuQnVb,JYRuQnVb,True
AqeYkItQ,AqeYkttQ,False
stpPiyxs,stpPjyxs,False
FlhPJ,FIhPJ,False
nidxLS,nidxLS,True
aQZmGsQO,aQZmGsQO,True
kLTVqVNB,kLTVqVNB,True
FwtGgzHeq,FwtGggHeq,False
GconmEN,GcommEN,False
tBPgQL,tBPgQL,True
WgkFBeBI,WgkFBeBI,True
ORjscAr,ORjssAr,False
vfyDD,vfyDD,True
QjmtPzYHc,QjmIPzYHc,False
mIrJfq,mlrJfq,False
zSbmIrl,zSbmlrl,False
OZfBZKpDv,OZfBZKpDv,True
mDeJC,mDeJC,True
biGjS,biGjS,True
cdrDvVj,cdrDvVj,True
qximhQn,qximhQn,True
AIAWqM,AlAWqM,False
yqJSF,yqJSF,True
pjhjWVS,pjhjWVS,True
yVLxBUiUP,yVLxBUiUP,True
VFoNCsQ,VFoNCsQ,True
nRNimfj,nRNimfj,True
qHBNr,qHBNr,True
hRiVliYlH,hRiIIilIH,False
miVVgYDw,miVVgYDw,True
ITRnt,lTRnt,False
uEubEIX,uEubElX,False
fpzIDF,fpzIDF,True
WlZyII,WIZyIl,False
WGviwaJs,WGviwaJs,True
vWOfXr,vWOfXr,True
nDWvC,nDWvC,True
ixjgoJZG,ixjgoJZG,True
BczylFub,BczylFub,True
WcZRc,WcZRc,True
DPitQImp,DPtIQImp,False
arVNs,arVNs,True
WuDLUR,WuDLUR,True
QNruhAYBu,QNvuhAYBu,False
SPvmMY,SPvmMY,True
eCeXnOCwU,eCeKmOCwU,False
buOotLZh,buOotLZh,True
XOaNv,XOaNv,True
bgVYnegHH,bgVYnegHH,True
Iwjbg,lwjbg,False
RzsSGY,RzsSGY,True
IddcnE,IddcnE,True
ojTCpVq,ojTCpVq,True
TtPYfCIE,TtPYfCIE,True
SgWcp,SgWcp,True
gZImLoMn,gZImLoMn,True
ISjNDWkX,lSjNDWkX,False
FRfLLAf,FRfLLAf,True
RtWUtBdk,RtWUtBdk,True
ZQvCTGo,ZQvCTGo,True
iGtKHHvK,iGtKHHvK,True
pxzURBgdE,pxzURBgdE,True
LBwmQHlo,LBwmQHIo,False
SIiYrC,SiiYrC,False
YErmA,YErmA,True
uIUwi,uIUwi,True
xlgZdG,xIgZdG,False
WaacexW,WaacexW,True
IMcPxC,lMcPxC,False
VZMTSalg,VZMTSalg,True
QrJgKg,QrJgKg,True
sCNJEMD,sCNJEMD,True
WcEJCH,WcEJCH,True
DAzeqWX,DAeeqWX,False
NzidvTmdH,NzidiTmdH,False
zfLMKCW,zfLMKCW,True
OtPFxbDYR,OtPFxbDYR,True
cgTPTTMf,cgTPTTMf,True
zfQOHrVtW,zfQOHrvtW,False
fWXiIcbQ,fWXiicbQ,False
gMeyoq,gMeyoq,True
lVKtBhTA,lVKtBhTA,True
maINZVIp,malNZVlp,False
cFmJzCw,cFmJzCw,True
uPhpbcvy,uPhpbcvy,True
keWPHtbfE,keWPHtbfE,True
qkyEtPonL,qkyEtPonL,True
AvWBzKKfo,AvWBzKKfo,True
QNYCbkSq,QNVCbkSq,False
aNllMIx,aNIIMlx,False
ORiSawvm,ORiSawvm,True
sigrEcNa,sigrEcNa,True
udhAL,udhAL,True
ViMmk,ViMmk,True
BokpBGF,BokpBGF,True
buoWWf,buoWWf,True
MImJtI,MImJtl,False
sVgJa,sVgJa,True
vkviIb,vkviIb,True
pppAuB,pppAuB,True
aDojLg,aDojLg,True
yMIAahA,yMIkahA,False
BJEKtT,BJEKfT,False
JcfvMeY,JcfvMeY,True
IJOAAIOih,lJOAAIOih,False
AJlGhoi,AJIGhoi,False
yGwxJDC,yGwxJDC,True
CBFXzO,CBFXzO,True
ZQtZu,ZQtZu,True
OsdBi,OsdBi,True
PXcounM,PXcounM,True
OZFQj,OZFQj,True
whhoWCr,whhoWCr,True
yUCOnUZ,yUCOnUZ,True
EOytHfuq,EOytHfuq,True
FtqAxWFTA,FtqAwWFTA,False
oKYzRUzfI,oKYzRUzfI,True
KgWdHttZ,KgWdHttZ,True
WNhmz,WNhmz,True
ZNHlWtS,ZNHlWtS,True
xvdVhJX,xvdVhJX,True
seRolBdy,seRoIBdy,False
ScKZgEwl,ScKZgEwI,False
pTfQT,pTfQT,True
GcJjYfFf,GcJjYfFf,True
dBDynWz,dBDynWz,True
NuFkbYoO,NuFkbYoO,True
wKwqKke,wKwqKke,True
ngWzFMRUN,ngWzFKRUN,False
mZVClA,mZVCIA,False
QYIASGNB,QllASGNB,False
oafqAMjtM,oafqAMjtM,True
itzNpCtH,itzNpCtH,True
aAdOUo,aAdOUo,True
NvLruJffg,NvuruJffg,False
gdeqtkK,gdeqtkK,True
qgIbr,qglbr,False
hQimFpx,hQimFpx,True
xGvXOL,xGvXOL,True
WTknyNfo,WTknyNfo,True
LggiL,LggiL,True
rATmqnIS,rATmqnlS,False
KTAxMQxC,KTAxMQxC,True
bzuIOTX,bzuIOTX,True
QcrRtMh,QcrRtMh,True
xrjpC,xrjoC,False
AxbbsYHf,AxbbsYHf,True
eWIVGLUrO,eWVVGLUrO,False
YqJUGGj,YqUUGGj,False
RmvpNJfD,RmvpWJfD,False
HgkyLf,HgkyLf,True
uiPuSd,uiPuSd,True
tGvXsThPK,tGvXsThPK,True
NdEYcmc,NdEYcmc,True
SvDZBVI,SvDZBVI,True
dBZIjkQAx,dBZjjkQAx,False
NwljPltpw,NwjjPItpw,False
gdLzH,gdLzH,True
VsPZmVR,VsPZmVR,True
aWajZpeO,aWajZpeO,True
RLQCbkB,RLQCbkB,True
WjxgjvwT,WjxgjvwT,True
aVycVhcG,aVycVhcG,True
SiFuhu,SIFuhu,False
RkgTTkY,RkgTTkY,True
JUCrp,JUCrp,True
BGoHoglD,BGoHoglD,True
pubUPTQ,pubUPTQ,True
YUHhZtn,YUHhZtn,True
TNrMiUVdX,TNrMiUVdX,True
IitSh,lIfSh,False
ocwnMww,ocwnMww,True
wbxIJl,wbxlJl,False
NrjZocYv,NjjZocYv,False
BbGMXV,BbGMXV,True
igkZKgyg,igkZKgyg,True
VPiDMVHUj,VPiDMWHUj,False
rOlsiRXHc,rOisiRKHc,False
BMbWaba,BMbWaba,True
BTvbqYI,BTvbqYl,False
mzCgui,mzCgui,True
CPrdtXWy,CPrdtXWy,True
aPXScqqLd,aPXScqqLd,True
nKHyCSl,nKHyCSl,True
WxImsM,WxImsM,True
GWSAfLHDa,GWGAiLHDa,False
YJDGKdnSK,YUDGKdnSK,False
qRtgYkJm,qRtgYkJm,True
cPpMp,cPpMp,True
wHYuKk,wHYuKk,True
QeGiIYOO,QeGIIYOO,False
zkNtah,zkNtah,True
rvaaCMAb,rvaaCMAb,True
YFbtM,YFbtM,True
OHtHkZ,OHtHkZ,True
hexBoecYB,hexBoecYB,True
KtHqXWz,KtHqXWz,True
AGvCERw,AGvCERw,True
ZCNbjxZAk,ZCNbjxZAk,True
oZdRRjdc,oZdRRjdc,True
QrcAQ,QrcAQ,True
nGgmH,nGgmH,True
cuAJo,cuAJo,True
kVoSUq,kVoSUq,True
dTvqFQk,dTvqFQk,True
mTeaE,mTeaE,True
MayfYSKF,MayfYSKF,True
PzgrVs,PzgrVs,True
nkMVXPpu,nkMVXPpu,True
cQxeAsU,cQxeAsU,True
InmAlWv,lmmAlWv,False
UJQYr,UJQYr,True
PhzDkXIK,PhzDkXlK,False
iVIeLm,iVVeLm,False
GfSMUPF,GfSMUPF,True
tXQZWrvf,tXQZWrvf,True
JPldVRntZ,JPIdVRntZ,False
EcOWOVnAJ,EcOWOVnAJ,True
oLNuJDAz,oLNuJDAz,True
irKUmqTl,irKUmqTI,False
fgLtMlSH,fgLtMISH,False
vDJACgogj,vDJACgggj,False
NUXrhWzz,NUXrhWzz,True
aqYVL,aqYVL,True
oZrsB,oZrsB,True
BUdlDMB,BUdIDMB,False
nhTMMVAY,nhTMMIAY,False
SNPjyQR,SNPjyQR,True
ebKQsU,ebKQsU,True
XzPOf,XzPOf,True
pJLUMpx,pJLUMpx,True
MjaVbLQ,MjaVbLQ,True
zwAfein,zwAfein,True
pexBDTPy,pexBDTPy,True
cWcoVqUTk,cWcoVqUTk,True
AilIIV,AiIIVV,False
RriQODvPL,RriQOOvPL,False
JrerJhbG,JrsrJhbG,False
zWNAE,zWNAE,True
ivMhUZ,ivMhUZ,True
sskyK,sskyK,True
BmGNDa,BmGNDa,True
SGOuZ,SGOuZ,True
zjcjONtCo,zjpjONtCo,False
blAOsLyX,bIAOsLyX,False
mRRfBd,mRRfBd,True
ZhbNXmn,ZhbNXmn,True
jYgsbCfN,jYrsbCfN,False
FqjqUVt,FqjqUVt,True
BAxNkOsyB,BAxMkOsyB,False
UQeASKdwm,UQeAGKdwm,False
bKpYtbeD,bKpYtbeD,True
GbhWYkPu,GbhWYkPu,True
oJijLYO,oJjjLYO,False
Gafynt,Gafynt,True
lFHFAnHsi,IFHFAnHsi,False
BMGST,BMGST,True
EjeNBok,EjeNBok,True
TycCjuFs,TycCjuFs,True
molsRe,moIsRe,False
ZPPJkHG,ZPPJkHG,True
zMgGyIBy,zMgGyIBy,True
vPYzSP,vPYzSP,True
auNMGQeaU,auNMGQeaU,True
YCYwivI,YCYwvvI,False
qviswbZOz,qyvswbZOz,False
lQgYO,lQgYO,True
kUhhyh,kUhhyh,True
UJrCZHN,UJrCZHN,True
OjzSktR,OjzSktR,True
gdqXFBY,gdqXFBY,True
KEvGQB,KEvGQB,True
PlLIC,PlLlC,False
yBXwxcY,yBXwxcY,True
NFBYPLI,NFBYPLl,False
AgbWrnQL,AgbWnnQL,False
LlLhAIHD,LILhAIHD,False
rbLEzreal,rbLEzreaI,False
emSqu,emSqu,True
OjAakp,OjAakp,True
XpewkmGig,XpewkmGig,True
vxOoNqO,vxOoNqO,True
MupWqsK,MupWqsK,True
cCNSXJvzl,cCNSXJvzI,False
JmkeVjpf,JmkeVjpf,True
bNSIkq,bNSlkq,False
vfgWVro,vfgWVro,True
DaiEH,DaiEH,True
sfnIJC,sfnlJC,False
ZQhzmv,ZQhzmv,True
evaIVr,evalVr,False
lKcRIqcW,lKcRIqcW,True
YHxHrqB,YHxHrqB,True
fEndT,fEndT,True
LthSEs,LthSEs,True
yAzfzWqTz,yAzfzWqTz,True
bKCFDg,bKCFDg,True
VJrYwT,VJrYwT,True
jVUDVBB,jVUDVBB,True
sOEkBvg,sOEkBvg,True
bCihuML,bCihuML,True
WvWXgzNxx,WvWXgzNxx,True
mgzDzb,mgzDzb,True
fjEHadUj,fjEHadUj,True
lkPQi,lkPQi,True
qGxcHwzP,qGxcHwzP,True
PhzdOc,PhzdOc,True
rEaMvX,rEaMvX,True
LPGBxsd,LPGBxsd,True
lRAwYbZQS,lRAwYbZQS,True
wOuIPj,wOuIPj,True
PSnVkaiAj,PSnVkaiAj,True
rEoYBa,rEoYBa,True
JJwKMTC,JJwMMTC,False
byfYo,byfYo,True
JisrUFTK,JisrUFTK,True
bvJokwTnw,bvJokwTnw,True
asEdgI,asEdgl,False
owDNM,owDNM,True
wBSiUXfnH,wBSiUXfnH,True
BQTwXX,BQTwXX,True
uKfOeqWw,uKfDeqWw,False
OQUjgdZp,OQUjgdZp,True
BOFIOF,BOFIOF,True
fqpOVtmQ,fqpOVtmQ,True
RwsxVX,RwsxVX,True
zfmqmJ,zfmqmJ,True
qFFzBdR,qFFzBdR,True
vGKbPJjIK,vGKbPJjjK,False
YadgTi,YadgTi,True
kxNPe,kxNPe,True
uHkdKO,uHkdKO,True
Qcqci,Qcqci,True
rGUISrL,rGUISrL,True
kgGdmzEMl,kgGdmzEMI,False
rFMDuej,rFMDuej,True
cdNQoMK,cdNQoMK,True
KURgdgMA,KURgdgMA,True
tiJxMa,tiJxMa,True
wjlmfWgJ,wjjmfWgJ,False
TTwfd,TTwfd,True
lytqAN,lytqAN,True
YaCaC,YaCaC,True
brqhJrDF,brqhJrDF,True
TuBlExKJ,TuBIExKJ,False
jHSpL,jHSpL,True
NoiUI,NoiUl,False
KqimxlnnH,KqimxinnH,False
GYwGvKOq,GYwGvKOq,True
otTJoE,otTJoE,True
lctrCq,lctrCq,True
hDLulPf,hDLuIPf,False
bdatEKMT,bdatEKMT,True
FTzeKlGr,FTzeKIGr,False
bODPlJgJj,bODPlJgJj,True
blxpvChXB,blxpvChXB,True
eTYsc,eTYsc,True
CNSryvTV,CNSryvTV,True
oNKurk,oNKurk,True
dSlGmmW,dSlGmmW,True
rEhaQUJO,rEhqQUJO,False
VjDyLJ,VjDyLJ,True
Nsaem,Nsaem,True
vyWHn,vyWHn,True
PhWosNiob,PhWosMiob,False
WDKwrw,WDKwrw,True
ONPqKIcZ,ONPqKIcZ,True
jDIuJXxt,jDluuXxt,False
xDnPM,xDnPM,True
mQFhsR,mQFhsR,True
PYaJPaks,PYaJPaks,True
dQcsOSk,dQssOSk,False
TAgiOvqC,TAgiOvqC,True
rkVZTwSBJ,rkVZTwSBJ,True
Xxfnvv,Xxfnvv,True
UxdTTsGb,UxdTTsGb,True
eKDJrYxi,eKDJrYxi,True
HCOEmJyBj,HOOEmJyOj,False
nLrCBQzX,nLrCGQzX,False
KMrJGR,KMrJGR,True
SZxbIM,SZxbIM,True
xNntCmYOw,xNrYCmYOw,False
JNWKPjbpx,JWWKTjbpx,False
XEWmPg,XEWmPg,True
gXSbdx,gXSbdx,True
HTtEbyv,HTtEbyv,True
NhNHWUE,NhNHWUE,True
uHzGHwfp,uHzGHwfp,True
xUvSdvIWe,xUvSdvlWe,False
BzgbQ,BzgbQ,True
HTGJHvM,HTGJHvM,True
AcnaHD,AcnaHD,True
FjRIfwKwD,FjRllwKwD,False
ReSmWCtm,ReSmWClm,False
mZNsugVp,mZNsugVp,True
ufxLf,ufxLf,True
xLCbByOK,xLCbByOK,True
JHadxLsnP,JHadxLsnP,True
kHIJpUW,kHIJpUW,True
KLdrMyuX,KLzrMyuX,False
fXDHN,fXDHN,True
ngfvyi,ngfvyi,True
HhDgtE,HhDgtE,True
desrI,desrI,True
xAGLR,xAGLR,True
HcDKM,HcDKM,True
hihUhP,hihUhP,True
sxYhzyr,sxYhzyr,True
SApKJmFtH,SApKJmFtH,True
xtuIXBMBQ,xruIXBMBQ,False
HyfFgecjQ,HyfFgesjQ,False
efRHIsVJx,efRHIsVJx,True
ummYQkbZQ,ummYQMbZZ,False
qIgxFku,qIgxFku,True
AGFwBguBI,AGFwBguBl,False
VCDZAMB,VCDZAMB,True
JssvIsKXJ,JssvJsKXJ,False
OzGHHqzH,OzGHHqzH,True
xfSZveR,xfSZveR,True
wLloL,wLIoL,False
ZZmmUoAj,ZZmmUoAj,True
KMdJyV,KMdJyV,True
JWfiwb,JWfiwb,True
wnkxaY,wnkxaY,True
hfAxDgTv,hfAxDgTv,True
scOEFc,scOEFc,True
qccRPY,qccRPY,True
QdpXjTpYe,QdpXjTpYe,True
GZNHrvJ,GZNHrvJ,True
syxOhe,syxOhe,True
ZYOqNLYQR,ZYOqNLYQR,True
GaQVHOK,GaQVHOK,True
