actual,predicted,correct
hsiVUJB,hsYYUUB,False
uWjrF,uWjrF,True
GPoYenohh,GPrWennhh,False
iAdoDbFaD,AbooBFTDD,False
kVZTZCC,kVTZZCC,False
hVgVLPioD,hNgVTTToD,False
NeDiWP,NeDWWP,False
rwcDakRFA,rvrDxkRRA,False
aTizIZWI,aTizLZWl,False
XRNaD,XRNpD,False
Yhtsss,Yhtsss,True
PdVmfr,PrVmff,False
kGYaz,kGYaz,True
XZtEze,XZtEze,True
nKiUprXUf,nKUUpUXUf,False
lnQeq,UnQqq,False
sJhlNWYll,sIhNWWYlI,False
CuxknoTC,OuxxooTC,False
WxMvS,WxWvS,False
AJRclNJ,AABcMll,False
Xkojk,Xkcjk,False
roiyI,rcvyI,False
mjCghuAX,mmQqhhzX,False
tnkXR,tnkXR,True
nIeXbW,nNeKbW,False
gqsqABk,proaaRR,False
CibUSePyg,CUttSSRyg,False
afLjlA,afjjAA,False
UTBcGdmYo,UDOcDzmmm,False
gPoFrYi,gPoFrYI,False
jsBUra,jsBllo,False
eSegsTnjK,sSszjjjjK,False
CxTpFKQMq,CvTTpQQMq,False
leodNYkt,IocdWWxL,False
pZNsF,pZWsF,False
uQcDRV,uQeDRN,False
pFntSfEyn,pFnfSSSyn,False
qsgQZUYC,qzgDDUWC,False
kNZoZF,kNZoZF,True
joyTOYkSK,jpyTTTkSK,False
cQGnndc,cQQmddc,False
NUPzFyn,NUPPyym,False
MwwEVvWT,MwwEVWWT,False
MpJdRGu,MpodRBu,False
tQZoIkpO,iZZokkpO,False
OshOdK,OadOdN,False
gRFfkTCJ,gRRkiTTJ,False
ocNtJvsNI,ocVVVvsNl,False
ZvFuSK,ZvFuSK,True
kQIUoR,kQUUoR,False
copwGrKvN,conwGrrwN,False
CqVeb,CqVeb,True
sySZQ,syySQ,False
eVohntS,sVohniS,False
JGMwPTsFb,JOMwPFTTb,False
ijYctF,ijjdiF,False
yrmRGkmBq,ymmORRnRq,False
wCuhZPIZ,wCuhLPZZ,False
Zigec,Ztgec,False
pyXhYAfh,qjrtHXXh,False
tdJDea,tdJDaa,False
sistGdlNq,akeGBMMll,False
WihnsCvdP,YFnnDDaaF,False
gSJqsBIx,gSlqqBlx,False
EAJVrN,ZAtttN,False
fZAOG,IczCG,False
jieZECEUT,jsSSCCCCT,False
IOkwUVrgc,lDkwUVlgc,False
PUFJAK,PUUAAK,False
zCHqusc,zCHqqse,False
HlDxPw,HDDXRw,False
MBdxNJqsB,MBdwMQqqB,False
gfShky,gfSHky,False
XnjsaSSA,XhjzsSSA,False
eqzmAB,eopvvB,False
hmPKNkT,hmPPkkk,False
pfYuC,pYYuC,False
mxsVyMITN,mssyyylTN,False
sYuHNP,sYYHNP,False
jcyHP,jyyHP,False
pzPSzxSh,prPzxSSh,False
wGGpyZ,wGGpyZ,True
qkVvPLwRf,qkVVPPxRf,False
pFkNsNAD,pPKKAalD,False
odQAPS,odQAPS,True
rtbZmc,ribZmc,False
tkrtmhsaL,llVnnnLLu,False
VYGjXSKp,VYCjXSKp,False
vgQBeOVMs,vgPssOMMs,False
PqPhT,PqPhT,True
BOvkcKd,BOvkdKd,False
WwuRgL,WwuBgL,False
TycpUAOy,TyypUAQy,False
lmMaCQ,lmNLSQ,False
RVNap,RVNap,True
XhhzHaMq,XHzzHHMq,False
dIADXR,dtADXR,False
tgGdOw,tgGdOw,True
zXGgOzL,zXZgDcL,False
JlfjeYCmP,JljqtlmmP,False
QFiDYrLCY,QTDTYrCCY,False
yBWvzV,yBWvzY,False
LPwIdctzV,LiwtdddVV,False
CGwLLsU,CCwLLzU,False
gqqZKIRab,gqqZKKRbb,False
APlDkCZaa,APDDDZZao,False
GItyCZrp,GfyCZZpp,False
FrOwxKIp,FrOwxKpp,False
qGWkdAh,qOWWAKh,False
scioaYrg,sooooYYg,False
rVManYoFU,rVNooYoFU,False
YMRUujIr,YMRUuUjr,False
WjVFFk,WjYTFF,False
MIwsSL,MNvsSL,False
uDzoFjD,uDccjjO,False
EHwrjuJV,EHwrjuuV,False
YMEzn,YNEzn,False
CVRRNtvbt,CVRRVvvbi,False
iajATw,irjATT,False
JnrlCZbME,JnnLLddNS,False
CGfzs,CCfss,False
OFxyQ,OFxyQ,True
KMczDARd,KNzzDkRd,False
PThWUKkhV,FHHKXXVvV,False
wDUeoim,wDueeer,False
TLugClQMF,TupQQQQWF,False
OqmkaK,OqvkbK,False
OewdGbyAE,OwwdddyxE,False
xMcEPdJB,xMcEPddB,False
FdOvnVTpP,FcOmmTTpP,False
WRhPStRCf,WRhPPSRCf,False
WwyJflLU,WvyuUUUJ,False
lotkw,IoIkw,False
ZAcNpm,ZAoWpm,False
qVHNMKCZ,qVHVMMGZ,False
MEiVYnw,MEVVVmw,False
BSdHhM,BSdHhM,True
tWJObLlTo,tNJObJToo,False
JCRTUZWF,JOPTUUVF,False
YZaqmDg,YZqqmgg,False
AnRlPdH,AePPHHH,False
KEeNesKzo,XEeeeesao,False
riRBSy,rRRQyJ,False
uffJIfOiy,uYYYlTjyx,False
lsKPAf,lsKRAf,False
NSGWukxM,NSSSuxxM,False
DNLAady,DNLAbby,False
rBXlxpm,rBXkypm,False
dsVBDdlu,csVlDdIu,False
buvIqwab,ommppoon,False
tClXSk,tCYXRk,False
bJAWP,bJAWP,True
MvBrWcx,MwBWWox,False
XhBvH,XhBvH,True
ZURqPn,ZZCzqP,False
ofyac,oWpoo,False
AIdSr,AloSr,False
oQRHNR,oQRHNR,True
KFvENsACn,XFvvXxxCn,False
Qnrenn,Qnrnnn,False
HKUEDWk,HKUEDWk,True
OXJtGJhDh,CXJJOhODh,False
MRwnOgB,MRwmOgB,False
qLZOfdK,qLZOtdK,False
ixNnI,ixNnI,True
sHpKv,sHpKv,True
APkrUk,APkrUk,True
vVhQgB,vVhQgB,True
PaMHBoV,PaMHBoV,True
IIBVVC,IBBVVC,False
wtwyGAVP,wMyyGAVP,False
tLfDl,tttDl,False
rlCiecPkS,rlOcessSS,False
YjDoHpj,YjDolpj,False
oYMYKske,cVWYHsss,False
iBHiN,iBHNN,False
NqFndmmKf,VpnnmmmnI,False
RJyLREolz,RjytBBdzz,False
GoKHDWNQ,OoNKDNNQ,False
dxAzZH,dxxLEH,False
AaxQOqKB,AxcOOpAB,False
lgbGqmI,lgdGqmI,False
ZhMFlo,ZhNiBa,False
jeqPB,jsqPB,False
zMVJTZk,zMVVTTk,False
XOSYuRsx,XOSYYSSx,False
AJkApRS,AJAkpSS,False
Tkheplrtb,TksspprIb,False
kRZDvEPU,kRDDvPPU,False
hklGLWi,hkLCLWi,False
ArGnY,ArGmY,False
ETddbR,ETcdbR,False
bzVLM,bzVLM,True
CAtorg,CAtoog,False
KZKTmB,KZKTmE,False
ikcKu,iknKu,False
rFnGNvZ,FFGQVvZ,False
brlnEu,brnnEu,False
dzuWZh,bdxxXZ,False
USpel,USpel,True
MfBNG,MfBWG,False
eOaKG,eGcKG,False
cugZzxmXZ,cqgZxxmXZ,False
NnnRTWv,NmnRTWv,False
izvqbewq,tzvqbqwq,False
YVPQjbhT,YVPQLbhT,False
lykbDoe,jyxZDoe,False
KGXfnBbFv,WGGfmSSPv,False
QozNJl,QcxXJI,False
VJeZIkpt,VjaZkptt,False
hBDhOJJXx,nDDnDOUXx,False
wJjFHOV,wjjHHOO,False
pkexheRWv,pkxxeeRWv,False
naTAaI,naTAaI,True
iMgYpgemQ,MMggggemQ,False
jpiRQSWRj,jpjRQQWRj,False
vNOmBUMI,vMOmEEMU,False
VuEcJP,VrPxxP,False
khUgrSBp,rxgggBBb,False
iAUpBr,AJjpBr,False
hMhCe,HHnJG,False
rZAaQZkIi,rEaaGGkTT,False
Mehxwq,Mehxwq,True
wiXGatxn,wMGGGxxn,False
bUFXXC,bUFXXC,True
pJfdshV,plJdshV,False
VKfkIBm,VKfxfBm,False
TbZuVl,ToZuVl,False
skTPWl,skPPWi,False
gGcwAjF,gGcwjjF,False
reGTYJnw,xdOfftdm,False
adcHvUow,dddHvUow,False
EYPRprZmD,EPPPppEmD,False
ZRLIhiIm,ZDiuimmm,False
blmBcWlJ,blmBoWUU,False
aBpMFEYZ,sBbVVVBZ,False
NRyiZbXt,NRjjZbXt,False
cIlWTi,dIWTTI,False
mDJJfci,mOUtfcf,False
XdoKJ,XboKJ,False
QKXkq,QKXkq,True
OswdoQ,DewdoQ,False
kBmlxpS,kBmkxpS,False
EZBBUdnKR,EEEECccKR,False
FmlXE,FmXXE,False
PZOCCzHkk,PCCCCrHkk,False
fAlsOP,fAAsOP,False
DUOQGN,DUOOGN,False
YmGmy,YmGmy,True
iGWnQr,iGVnQr,False
agRCsZ,rpQRss,False
ceGmFLf,ceGmFtf,False
PtuuCzy,PtuuCyy,False
riXQh,rFXXb,False
csYAzSpk,csYsSSpk,False
FMjYbiy,FMjYbby,False
MqTZXrl,MqTZXni,False
tcfPQior,tcfPQdor,False
uCwGG,uGwGG,False
cWBxRdiuq,cNRxBBzIq,False
jCbyGQcy,jGbyGQGq,False
QAPDMUdA,DPPPWXUA,False
ozqeRa,czqcRe,False
jdFJi,jdFEI,False
iKzfKXT,iKzXXTT,False
ZPtXVqM,ZPkXVqM,False
oWysoOTo,olvvTTTT,False
BsjkcFcr,BsjjeFrr,False
tPSsAtcMg,tPSsAccMg,False
YThglfNT,YThgiiNT,False
FgLDgerNa,TgDDggNMa,False
pOQxub,pOQxub,True
xHeOfE,xHeOfE,True
GThFzR,GThFxR,False
iTTMbrV,iTTVbvV,False
VsMbu,VsAbu,False
VUZfv,VUZfv,True
GVEyVDNis,GXjyyQOss,False
RNKtX,RNKIX,False
VFwOJuQ,VFFGccu,False
wmAce,wmAee,False
ARhriJ,ARhhUU,False
nHUtNdD,nHUVNdD,False
QXxBLt,QXxBLl,False
DQFFD,CQNTE,False
nZjxAZXo,nDykXZZb,False
uOqRHfILK,uOqRHftKK,False
fyGLMG,iyOLxG,False
tMSCLVYY,tVGGLVYY,False
DyLuRo,DyLZRo,False
Tpwszt,TpwzzI,False
yPKLK,yPKLK,True
TSkhF,TFamF,False
YzzzDX,fxzDXX,False
iABKHRhrO,iSBKHRhnO,False
MUBZnAk,MUDZnnk,False
rBnZggcis,rEnZggass,False
gGOwcW,gOOOOv,False
STizGVkAt,STTcZTkki,False
MyqxSoNAZ,VuxsSSNNZ,False
GfYSLwNKt,GffZSvNKt,False
zmRdeIaXp,zmBddeeXp,False
PaQvwrHA,PaQvvrHA,False
AWOZah,AWOZoh,False
ocPgHxZF,ocPgHxZZ,False
wlPUP,wlPUP,True
TkwjIr,Tkwjlr,False
iEbeZXtzW,tEbaZXXzW,False
PTVzb,PTVbb,False
ngaiGP,ngntPP,False
CmPlPFgf,CmPPPPgf,False
vNpIiqdGv,vIpjjqdGv,False
ezrJDmk,ercJDmk,False
iqggfTolQ,igggTTbQQ,False
jbYfrwNH,jbfffvNH,False
bGhCcp,bGnCpp,False
hVoEPnVx,HVoPPnVx,False
pvKeRA,pvVeRA,False
kWgTKTBTD,kTggWYETO,False
lVSKGsQNA,VSKSsQQAA,False
pUxszrO,pUxssrO,False
eFsITnSK,eTsTThSK,False
nXwmKLgc,nXwmXJgc,False
wzVmmWY,wptnnnf,False
JXYvqZN,JXVvqZN,False
aBLUG,xBLUG,False
lvSlNp,lrSNpp,False
xzsMtko,xzrViAa,False
DjEYTWgGp,DjZTWWgGo,False
oHdSCBgFz,obbBBBgTs,False
nNsYm,nNsYm,True
cWJZQPXRf,cVVQQXRRf,False
TQwsS,TQwsS,True
ULjzgcZi,UUjygzZi,False
vXroPUBDX,krnrPPBKM,False
OLZdyCF,OLZpyCF,False
XaiXgPHS,XcXXqPHS,False
umBXmURa,umRXzmOO,False
djJJaR,djJJaR,True
HUKixZcze,HUXxZZzss,False
TkAKGVXC,TAAAGGXC,False
qrioKvaN,qrobKvaN,False
wILbmZqR,wLLmmZqR,False
sKttjbgb,sKfjbggb,False
ZhXqHwu,ZrXqqHu,False
SOaBh,SOaBh,True
ZiWLLPen,ZWLLPRmn,False
dfjwm,dfjwm,True
PtnPffAwI,PmPPffAww,False
HytyC,HyyyC,False
WEyGNe,WEyGNe,True
UYVlthQd,JrYYrrQp,False
LUxnn,LLxnn,False
zmfbLD,zmfbLD,True
RUHxxjYF,RUtxxjYF,False
oCFutq,oFPllq,False
PeQcUeO,PeQUcee,False
DTvCM,DTvCM,True
XAzfQOLa,XAziQQLa,False
flwbYRalP,fVwbiBaIP,False
QEcoGgpmJ,ZEcoGgnnU,False
rtQZL,tiZZL,False
hOUmRBdOV,dOUmRBBOV,False
LojvC,LdjwC,False
VXCWg,VXCWg,True
bpLJRH,bpLJlR,False
xgxtC,xgxJC,False
ujzPVIhnN,ujrPVVhnN,False
FDDImse,FDDImee,False
UTHcfjg,UTNnfjg,False
djJHr,djlHr,False
poTTi,poTTi,True
VTctWwdOP,VTrtWwcOP,False
LoDUkQxI,uOIiOGxv,False
pkKBbIbTw,pkKBbbITw,False
zGuyYhLs,zGuyYhhs,False
NCstF,NGaxF,False
LDxhA,LDxhA,True
fPyLffidg,PhgllFFgg,False
fJxTQK,TIrTOX,False
RyorDM,RycrDM,False
JcJsLeV,JcJLLeV,False
FQwDAeHKF,FDwDJeeKF,False
CWOfQYTD,GNOQYYTD,False
pNuGH,pNuGH,True
ssdivm,ssdVmm,False
ltbDhzfS,ibbOhxSS,False
cuXLBUHjc,cuXLBHHjc,False
JMJHYgKuX,JMUHHgKzX,False
dKUKWKlJg,dWlWWWWWg,False
ENxnZwS,EIwxZwS,False
dttdE,dttdE,True
LswMKUICn,zxMMwwZGn,False
tqYVnki,tqYVnki,True
dabXuUV,dbbALuV,False
frEKdbIls,frEddbIss,False
greMkNzG,grrMMMaG,False
iNfEQ,iffEQ,False
HbOws,HbOws,True
pkUtN,pkUVN,False
LGSwQOf,LGSwQQf,False
jSnmt,jSmmi,False
xZLfnFd,xZLinEd,False
wrnNx,wmmWk,False
yrNqtREWL,ywHqtERMM,False
urmTsn,urmTsn,True
gYQPO,gYQPP,False
ukrjaXMZe,uktpjXXZe,False
djkapEbS,djkxpEbS,False
FYaIs,FFrIs,False
XptfPqY,XpfYPqY,False
nHSBteOA,nhKSOxQX,False
orxeUcqo,mNoLLLLp,False
KJSRjwM,KJSRjwM,True
kdYtGxP,kLYtGxP,False
VbSipsBMz,VSSppBBMz,False
ulsMpBe,uJsMpBe,False
zKBrUmehj,zKPdYmmnj,False
cFhFo,cFhFo,True
ivLxXcKZ,iruXXcKZ,False
hlUUW,hUUUW,False
oZZBp,oZZBp,True
GozgncTL,Ooggggmn,False
dEURw,dELRw,False
UpHDkLiuh,UpHDkLuuh,False
xFBuW,xFBuW,True
rXEgl,rXEgI,False
USipLYiXG,USYpYYYXG,False
wzoKbtu,wzaKbiu,False
JQmLnwT,JQmmLwT,False
daYPy,devPy,False
fgOQq,fgOQq,True
lGnJH,tSbIh,False
ukrAPAaM,zvwXPkkM,False
kEhUmWQJ,kEZLLmNQ,False
QWzsI,QWssl,False
lHnYVDOxw,hhhYDDSww,False
RgXEc,RgXEa,False
HTUJZmW,VILLZmW,False
sqZMw,sqZMw,True
kpkmC,kaxxx,False
tkhsb,tkhsb,True
SmlFfMD,SmiffND,False
rwJvLOP,rwwuJCP,False
nQjJfXle,nQjlJIee,False
jESTjej,jECiyjj,False
bXjcU,bXjcJ,False
dIVuZ,dVvzZ,False
hSQspmS,hSQqpmS,False
EBvrQOwq,EBvvOOvq,False
kOCoLy,kOObJy,False
mZDIo,mTZio,False
JNkhY,JVkhY,False
eXvuC,aXwuC,False
NSLTpXD,NSLIpXD,False
wqDgWwtVu,wgggVvvvu,False
xKWIowE,xKWNwwE,False
foKcp,foKpp,False
awmURIl,cwmUJRl,False
zCsfqvJop,uGetyyJpp,False
igptP,igjiP,False
WFVBEf,WPVBEf,False
rAbBCSZs,rAbBSSSs,False
uTRrSz,rTYRSz,False
fijckN,fjckNV,False
iqnYIUPN,iqmYYYPN,False
FPvbmhoAY,FFmmmmoAY,False
yLqBf,yLqBB,False
SRbrSd,SRbrSd,True
Vjdoocwr,VjJoocwr,False
hfLhL,htLrL,False
SnNmuej,SmNmuee,False
IaQOpkI,lpOQpkl,False
lJmeSIWBk,lmmsSWBBk,False
aevjgOx,oeeIgCx,False
yHLxt,yHHxx,False
qjxtjEpds,qjwYjppss,False
afcbjNzeL,ztddNMeLL,False
UAFKSK,uAYFEW,False
RyyQyVn,Ryyyyvn,False
UvkPCGDI,uwwBZZZi,False
ypLzjHdq,yppjjjKn,False
DXwjuntIU,DXyyuntUU,False
TDsnCF,TDsCCF,False
VKUhOA,VKUhOO,False
ezSMt,ezSMi,False
OIDISIou,ODDSfouu,False
pDeAqeDGy,pGeeesGOy,False
ToKTB,TbKTB,False
raFKbaEyH,rbKKbbEyH,False
HlwLM,HlwLM,True
fXQEIH,iXQEHH,False
vdwwr,vawwr,False
jgUgJzR,jgggLzR,False
rEtLUP,rELLUP,False
tqWWFaQ,tcrWFFq,False
QPkWtHYs,QPkWWYss,False
ceXfd,ceXfd,True
JhzSCz,JhzSSz,False
BzRdSDp,BzRBSDp,False
nOnLV,nDuLV,False
vIkMQ,vikMQ,False
cgCZMRft,cgZZMRft,False
fchyUS,fnbyUS,False
IwouHayJU,IvooHpyUU,False
sQjdE,sQjdE,True
TXieovTJ,TXXavTCI,False
ohZyrOM,ohZyyOM,False
JAvBCN,JAkBGN,False
dLfjC,dLLjC,False
VoDgsh,VoDgsh,True
mSafHTjGs,mDzPfYjSe,False
bEZBn,bZZBn,False
chGzp,onGzp,False
maXRGiBD,mcXRBBBD,False
oWfuD,oWiuD,False
cSKOQrOw,cAXFQQOw,False
eoRcB,eoRoB,False
lwLmXKv,IvuumKv,False
xBaONfk,xBziITk,False
QORRqLjI,OORRAuuL,False
UbfDKVL,UbfDKVL,True
azDxxnXrz,adDwwwXfz,False
ixEEVIzt,ixEEVzzz,False
mNWttdPp,mWWtddPP,False
evHtadat,eviHdddq,False
mXxeEi,mXxeEi,True
eREMDZm,ePPMLCD,False
IZgcMDA,ZQguJZk,False
KSrppzqbH,KSppppppH,False
OUddok,OUddbk,False
xIhiX,xinIX,False
OBMuuFlvY,QQJxxOwvf,False
nJaxSRFxp,nJzxSSxxp,False
qvQMwp,qvOMwp,False
BwTiunOl,BwvvuuOi,False
pdBsfGCR,pdBsttCR,False
XzSGRPW,XzSSGPW,False
Cnmhf,Cnnhf,False
ZbVQvvY,ZbVOvvY,False
DzSTpSqll,DzETpSoII,False
HHunO,HHunG,False
EvuOg,EvuOg,True
TtMTVq,TUMVYq,False
GXSYbq,GXSYbq,True
qgOxG,qgCxC,False
qXJCQ,qXJCQ,True
uyMIzr,uyMLzr,False
zJPxLO,ziPxiD,False
umAFWODf,umAPWOOO,False
PEJbu,PEJbu,True
BWfzDGq,BWfzDQq,False
fvkoyLcJ,fwkppaLJ,False
tzkOAdXs,txkOAAXs,False
XrdqfsWs,XtoncsNs,False
umbGEcs,umbGEss,False
MJezvOhN,MJJevOhN,False
YGPTZBQ,YPPPEBQ,False
EgReLwUSh,EgeeJwJSh,False
sFCfB,sTCfB,False
MuRkND,MuRkND,True
ElopFq,EXqjCq,False
yddDvsmm,yddOvsmm,False
LuzSwISE,LuzSwSSE,False
USziWl,LBrJXI,False
qfyorBcU,qljynnBb,False
koXxh,koXxh,True
gNQsKZ,gNQsKZ,True
uvpuO,uvpuO,True
zZKtQvk,zCtLCww,False
hUGvoCv,bUGJoGO,False
XDkyRs,XDkyPs,False
reztpH,reejpH,False
lhBdLq,lhBdIq,False
wfdxM,wfdkM,False
UvNGOyVL,UvVGOyLL,False
wFkOF,wFkGF,False
lDGHN,OOFWW,False
jsiBBKI,jstBBKK,False
UwMXdDy,UwwKEbQ,False
wHZmnVgH,wIZmmmgg,False
pZMkQjDU,pZkkQQOU,False
LIEplpUik,LFEpppUkk,False
lDRmzTeN,IDRmbZTe,False
tLHmEmC,HLfmmmC,False
VFdRYaArf,VHPPRAAaf,False
VNEkWY,VMEkWY,False
ZZNFQl,ZZWRQI,False
kKlAgsqI,kKKAggrI,False
YOKdvZO,TNKaxDD,False
dOyUtIir,dOyUUltr,False
gNIkgB,gVkkgB,False
MSHISYRD,MSHJYSSD,False
EaRKBqv,BaBBBav,False
bLeCbhftI,bLcGbhffJ,False
ySPTvIvQV,ySPPvVQQV,False
AZqPd,AZqPd,True
rugjj,ruujj,False
VjVRbbW,VjWRbbW,False
xLXRZP,xLLCRP,False
PPgntbdYE,PPgndddYE,False
SMlKM,SMMMM,False
mXliIp,hiinpp,False
BlEDlWE,BIDDWEE,False
vBMSKx,vBMBSx,False
VAKUTOad,VAKYTOcd,False
Sjphzz,Sjphzz,True
PrXcmGeC,PrXrmGeC,False
iuvfpaB,LuuuaBB,False
HKVGqUae,HKVGqUce,False
YNagyOCI,YNeyyOCI,False
XBfVaE,XSYLzE,False
djoDDdoD,qjpDSbbD,False
ZiDBXD,ZNSSDD,False
dCuIrmy,dCuimmy,False
euDIN,euDlN,False
YfYZv,YYYZv,False
ZpuyTypQY,EppvvvqQY,False
suaiMJVg,oddMMMgg,False
KJcNPfX,KJeNPPX,False
lHeapA,lHeepA,False
jubSmubhY,jdSSmubbY,False
TkASj,TixSj,False
oyVYHBOeN,oyYYHBCeN,False
ismdS,MoooS,False
BrOvTj,BrOvjj,False
CqRHv,CqRHv,True
BHyPkvfO,BHyPRxvO,False
OGrrCP,OGrCPP,False
xBIoTN,wPbOTW,False
PRflT,PPfTT,False
BiWtt,BBitJ,False
ZJDiEx,ZIDZxx,False
wpfnMfpLE,wpnwMMdEF,False
IygDZfPlC,iygDZPPIC,False
EryhW,EyyhW,False
FLIhPif,FLJhPff,False
yadmbrmb,ydnmdbmb,False
bmJrJPsG,bmUUPPsG,False
frsKJx,frsKJx,True
wYkQJpa,vVOOipe,False
NWhwvt,NWhwvi,False
lySPx,lySPx,True
BelaRmWAf,BeeeRmNXf,False
IaywNPUf,lpywMPPf,False
YVCeLoSm,VVGoSSSm,False
qFLqn,qTqqq,False
WZcob,WZoob,False
BErbTTKD,BEzzTTTO,False
OhjJPeehi,ObjjPeehl,False
YOBMRQzY,VBBROQQz,False
ixZrxNziW,txZxxWzWW,False
BdLSLPv,BdtLLPP,False
DHwZXGv,DHwZXRv,False
XUvoHcvH,Xttcrrrr,False
AYpcoGkjp,KlccccSjg,False
uYJiuuO,uffzzOO,False
ZVlfHt,ZVVHhI,False
vRonkZV,vPnoAZX,False
bsvUXtl,bavVXXI,False
HzFEozvPR,ttEEzzrPP,False
jLFNM,jLFNM,True
DofeDiex,OPooFFax,False
genPkB,genPkB,True
xpGnD,xpGnD,True
cHFaZqrSE,cYPccqgEE,False
eoUSOBtDp,eoUODBBDp,False
LjSRujOVy,LDSDOOOyv,False
HbzaEN,HbzzEN,False
kjpHIMdQC,VjjttKKcC,False
ISGmpdep,lGCmppsp,False
CXvknvf,CXvxnvf,False
xPEVUNwo,xPFUUWwo,False
ePgtiPjWC,ePgPPjWCC,False
rlXxKRP,rjXkRRP,False
ZOYNweb,ZOfNwob,False
RKmOW,RRncC,False
gLzRyxL,gLzRyxL,True
wNutktnye,wNuttnyee,False
ggEyBm,ggEyBm,True
zfUAya,zULLya,False
tOtsUb,iOUsUb,False
oivAA,oivAA,True
amxqjaJ,amwzjJJ,False
udkilhwDF,uewveoGFF,False
SoqrbN,SoqqbN,False
LsPCcTpU,LsPTTppU,False
LzJQj,LzuQj,False
sLjeBC,sjjeSC,False
KyKzYhUn,KyxzYhUn,False
QoieSOCH,QoeSSCCH,False
PSZvnP,PZZFnP,False
uihjx,uthjx,False
VuUSPC,VuUSPP,False
TTpQh,TTpQh,True
qjzdZGAE,qtddOZZS,False
OoXMKBnby,OcXXXRbby,False
ypyOKVM,ypyOMMM,False
txssti,txsstt,False
aWUQrWMKG,aVGQrWNSG,False
qKwoCsniu,cKwcCannu,False
CinEdUc,CfnEUUc,False
jYZRAhyj,jYZKAhyj,False
MkMyZ,MMkyZ,False
OkTUt,OxTJt,False
GeAPTW,GeAPPW,False
aeQLvE,oeCLvE,False
OCbDvbsiO,CDoPvdooO,False
jFdpczyX,jFbqqqyX,False
CDyYFBFW,CDyjYBPW,False
pAvlTO,pAvTTD,False
TJwKzLSQR,fwxctSSRR,False
LipieIS,LjpeeSS,False
VGvMCf,VGvVGf,False
rkiydnV,rkyytnV,False
iMzZzUo,iMzZZJo,False
mUWvCvUq,mUVVUCvJ,False
QIghsZB,QjghsZB,False
bLvGZT,bLvGZT,True
hREoVsCq,hRBbVsCq,False
QhwQY,QmwQY,False
rbVgIBff,rbNgBBff,False
zzbqMIPrl,zzqqMPPrl,False
KOmwnOaEy,MGmmwdaQy,False
UxkUvpN,uxxuccw,False
euiNnPWkT,aUDPWWkFF,False
FzkrvSyc,FzxrrSyc,False
SfBhle,SfBhle,True
xZtZQp,xZLZQp,False
MrKnpardu,Mnhhdpddu,False
aOLEkQ,aDLLXQ,False
hkWEOI,nntDDD,False
HRrjguyvv,HRrggyyvv,False
HJPtjUzE,HhPRizzE,False
EzBnorY,EsGmmYY,False
LavJUIS,LauYUJl,False
kCPmYngI,kCPmYYgg,False
ypjnCnCVk,yppnCnCCk,False
kDkVS,MQkKS,False
EoxbWyJ,EzxbWyJ,False
UmnRr,UmmRR,False
kMxRqsqjZ,kkxRFqqqZ,False
qpiZRz,qqZSSz,False
FsQcrwr,FsQrrwr,False
FNArSlJC,FWASSJCC,False
MiVTAJ,MVVTAJ,False
mkpRYWlk,nkpBFYVk,False
jLwVPVr,jLwVPVI,False
VUbTClVvU,VbGOOYWUU,False
EhKlHilw,EHHHHRww,False
RgVao,RgVoo,False
AkbsGhY,kiccccr,False
WwdsoIIU,WwusoIUU,False
eMVdpTb,eVWdbTT,False
lkmRh,kxmRh,False
RzTikXW,RzTlXXW,False
oWEXqvVvQ,oVKZqVvvQ,False
NapaXnBtl,NppaXBBll,False
fgrMaP,fgwMcP,False
JfYEIq,YYYCgg,False
OgPUG,OgPUG,True
nrigZai,nigZZoi,False
ZldzOv,ZldzOv,True
GhcMgQZZK,GhYbqqQCK,False
EFjlaqfD,EFljqqDD,False
tcpEseWnJ,tczEeeWoJ,False
UdjJSgDe,UdjLSgDs,False
MlEhwsQSH,WfGwowSSh,False
MqhcU,Mqccc,False
wQTIaX,wQTooX,False
ZdAVF,ZaAVF,False
cEkbGm,aExzGr,False
xbYkrvBe,xcYXxBee,False
Udyfd,Ldyid,False
WBZSOJi,WBBBOJi,False
Kstluoi,Katuooi,False
qRKjP,qQjPP,False
OzVovlY,OaVovYY,False
hDBLWNt,hDDLWWt,False
jtIgiikE,jjgiikkE,False
MrrNSV,MrrNSV,True
tOMGTyKWI,ODMOFyWWl,False
omvQWrBT,omvQWrBT,True
RnSaBD,RnSaBD,True
fXQMrc,fXQMcc,False
zoVrVhpf,zcrVVncf,False
zEeDnM,zEeZnM,False
izdOq,tzdOq,False
UlEoe,UIEoe,False
AcTzitU,AeTzIUU,False
kOZGXUaq,kDGGXUaa,False
TQKnWGNt,TQKnWGGt,False
onEYeYX,oiOivvK,False
ZxuGENm,ZxuGETm,False
kZzDHJQO,kZzDrIQC,False
FDNZe,FDWZe,False
zgAwJDYS,zgkkJJWW,False
DUXpZnKA,DUUqZnnA,False
lZkrOm,ZZxOnn,False
avXsmtBf,avXxmiif,False
AddNWBo,kzdKKRB,False
EfGNDCeAi,EONhCCssi,False
LrRVXW,LHPMMW,False
NEcrIZ,NEcrIZ,True
PybEv,PybEv,True
qpbPHsAC,qpbPHssC,False
KIrVxXx,KVvvxXx,False
xbswOv,xdewOv,False
PoiweEKn,PevweEKn,False
kmjgS,kmnjS,False
cfqYj,cfqYj,True
